codice_gestione,codice_voce,macro_categoria_v2
REG,2.01.03.02.005,Trasferimenti correnti
SP1,2.01.03.02.005,Trasferimenti correnti
SP3,2.01.03.02.005,Trasferimenti correnti
SP8,2.01.03.02.005,Trasferimenti correnti
AAI,2.01.03.02.999,Trasferimenti correnti
ASP,2.01.03.02.999,Trasferimenti correnti
EPF,2.01.03.02.999,Trasferimenti correnti
FLS,2.01.03.02.999,Trasferimenti correnti
MON,2.01.03.02.999,Trasferimenti correnti
PRO,2.01.03.02.999,Trasferimenti correnti
REG,2.01.03.02.999,Trasferimenti correnti
RIC,2.01.03.02.999,Trasferimenti correnti
SP1,2.01.03.02.999,Trasferimenti correnti
SP3,2.01.03.02.999,Trasferimenti correnti
SP4,2.01.03.02.999,Trasferimenti correnti
SP7,2.01.03.02.999,Trasferimenti correnti
SP8,2.01.03.02.999,Trasferimenti correnti
UNI,2.01.03.02.999,Trasferimenti correnti
VCE,2.01.03.02.999,Trasferimenti correnti
VCF,2.01.03.02.999,Trasferimenti correnti
AAI,2.01.04.01.001,Trasferimenti correnti
ASP,2.01.04.01.001,Trasferimenti correnti
EPF,2.01.04.01.001,Trasferimenti correnti
FLS,2.01.04.01.001,Trasferimenti correnti
MON,2.01.04.01.001,Trasferimenti correnti
PRO,2.01.04.01.001,Trasferimenti correnti
REG,2.01.04.01.001,Trasferimenti correnti
RIC,2.01.04.01.001,Trasferimenti correnti
SP1,2.01.04.01.001,Trasferimenti correnti
SP3,2.01.04.01.001,Trasferimenti correnti
SP4,2.01.04.01.001,Trasferimenti correnti
SP7,2.01.04.01.001,Trasferimenti correnti
SP8,2.01.04.01.001,Trasferimenti correnti
UNI,2.01.04.01.001,Trasferimenti correnti
VCE,2.01.04.01.001,Trasferimenti correnti
VCF,2.01.04.01.001,Trasferimenti correnti
AAI,2.01.05.01.002,Trasferimenti correnti
ASP,2.01.05.01.002,Trasferimenti correnti
EPF,2.01.05.01.002,Trasferimenti correnti
FLS,2.01.05.01.002,Trasferimenti correnti
MON,2.01.05.01.002,Trasferimenti correnti
PRO,2.01.05.01.002,Trasferimenti correnti
REG,2.01.05.01.002,Trasferimenti correnti
RIC,2.01.05.01.002,Trasferimenti correnti
SP1,2.01.05.01.002,Trasferimenti correnti
SP3,2.01.05.01.002,Trasferimenti correnti
SP4,2.01.05.01.002,Trasferimenti correnti
SP7,2.01.05.01.002,Trasferimenti correnti
SP8,2.01.05.01.002,Trasferimenti correnti
UNI,2.01.05.01.002,Trasferimenti correnti
VCE,2.01.05.01.002,Trasferimenti correnti
VCF,2.01.05.01.002,Trasferimenti correnti
AAI,2.01.05.01.003,Trasferimenti correnti
ASP,2.01.05.01.003,Trasferimenti correnti
EPF,2.01.05.01.003,Trasferimenti correnti
FLS,2.01.05.01.003,Trasferimenti correnti
MON,2.01.05.01.003,Trasferimenti correnti
PRO,2.01.05.01.003,Trasferimenti correnti
REG,2.01.05.01.003,Trasferimenti correnti
RIC,2.01.05.01.003,Trasferimenti correnti
SP1,2.01.05.01.003,Trasferimenti correnti
SP3,2.01.05.01.003,Trasferimenti correnti
SP4,2.01.05.01.003,Trasferimenti correnti
SP8,2.01.05.01.003,Trasferimenti correnti
VCE,2.01.05.01.003,Trasferimenti correnti
VCF,2.01.05.01.003,Trasferimenti correnti
AAI,2.01.05.01.004,Trasferimenti correnti
ASP,2.01.05.01.004,Trasferimenti correnti
EPF,2.01.05.01.004,Trasferimenti correnti
FLS,2.01.05.01.004,Trasferimenti correnti
MON,2.01.05.01.004,Trasferimenti correnti
PRO,2.01.05.01.004,Trasferimenti correnti
REG,2.01.05.01.004,Trasferimenti correnti
RIC,2.01.05.01.004,Trasferimenti correnti
SP1,2.01.05.01.004,Trasferimenti correnti
SP3,2.01.05.01.004,Trasferimenti correnti
SP4,2.01.05.01.004,Trasferimenti correnti
SP7,2.01.05.01.004,Trasferimenti correnti
SP8,2.01.05.01.004,Trasferimenti correnti
UNI,2.01.05.01.004,Trasferimenti correnti
VCE,2.01.05.01.004,Trasferimenti correnti
VCF,2.01.05.01.004,Trasferimenti correnti
AAI,2.01.05.01.005,Trasferimenti correnti
ASP,2.01.05.01.005,Trasferimenti correnti
EPF,2.01.05.01.005,Trasferimenti correnti
FLS,2.01.05.01.005,Trasferimenti correnti
MON,2.01.05.01.005,Trasferimenti correnti
PRO,2.01.05.01.005,Trasferimenti correnti
REG,2.01.05.01.005,Trasferimenti correnti
RIC,2.01.05.01.005,Trasferimenti correnti
SP1,2.01.05.01.005,Trasferimenti correnti
SP3,2.01.05.01.005,Trasferimenti correnti
SP4,2.01.05.01.005,Trasferimenti correnti
SP7,2.01.05.01.005,Trasferimenti correnti
SP8,2.01.05.01.005,Trasferimenti correnti
UNI,2.01.05.01.005,Trasferimenti correnti
VCE,2.01.05.01.005,Trasferimenti correnti
VCF,2.01.05.01.005,Trasferimenti correnti
AAI,2.01.05.01.006,Trasferimenti correnti
ASP,2.01.05.01.006,Trasferimenti correnti
EPF,2.01.05.01.006,Trasferimenti correnti
FLS,2.01.05.01.006,Trasferimenti correnti
MON,2.01.05.01.006,Trasferimenti correnti
PRO,2.01.05.01.006,Trasferimenti correnti
REG,2.01.05.01.006,Trasferimenti correnti
RIC,2.01.05.01.006,Trasferimenti correnti
SP1,2.01.05.01.006,Trasferimenti correnti
SP3,2.01.05.01.006,Trasferimenti correnti
SP4,2.01.05.01.006,Trasferimenti correnti
SP7,2.01.05.01.006,Trasferimenti correnti
SP8,2.01.05.01.006,Trasferimenti correnti
UNI,2.01.05.01.006,Trasferimenti correnti
VCE,2.01.05.01.006,Trasferimenti correnti
VCF,2.01.05.01.006,Trasferimenti correnti
AAI,2.01.05.01.007,Trasferimenti correnti
ASP,2.01.05.01.007,Trasferimenti correnti
EPF,2.01.05.01.007,Trasferimenti correnti
FLS,2.01.05.01.007,Trasferimenti correnti
MON,2.01.05.01.007,Trasferimenti correnti
PRO,2.01.05.01.007,Trasferimenti correnti
REG,2.01.05.01.007,Trasferimenti correnti
RIC,2.01.05.01.007,Trasferimenti correnti
SP1,2.01.05.01.007,Trasferimenti correnti
SP3,2.01.05.01.007,Trasferimenti correnti
SP4,2.01.05.01.007,Trasferimenti correnti
SP8,2.01.05.01.007,Trasferimenti correnti
VCE,2.01.05.01.007,Trasferimenti correnti
VCF,2.01.05.01.007,Trasferimenti correnti
AAI,2.01.05.01.999,Trasferimenti correnti
ASP,2.01.05.01.999,Trasferimenti correnti
EPF,2.01.05.01.999,Trasferimenti correnti
FLS,2.01.05.01.999,Trasferimenti correnti
MON,2.01.05.01.999,Trasferimenti correnti
PRO,2.01.05.01.999,Trasferimenti correnti
REG,2.01.05.01.999,Trasferimenti correnti
RIC,2.01.05.01.999,Trasferimenti correnti
SP1,2.01.05.01.999,Trasferimenti correnti
SP3,2.01.05.01.999,Trasferimenti correnti
SP4,2.01.05.01.999,Trasferimenti correnti
SP7,2.01.05.01.999,Trasferimenti correnti
SP8,2.01.05.01.999,Trasferimenti correnti
UNI,2.01.05.01.999,Trasferimenti correnti
VCE,2.01.05.01.999,Trasferimenti correnti
VCF,2.01.05.01.999,Trasferimenti correnti
AAI,2.01.05.02.001,Trasferimenti correnti
ASP,2.01.05.02.001,Trasferimenti correnti
EPF,2.01.05.02.001,Trasferimenti correnti
FLS,2.01.05.02.001,Trasferimenti correnti
MON,2.01.05.02.001,Trasferimenti correnti
PRO,2.01.05.02.001,Trasferimenti correnti
REG,2.01.05.02.001,Trasferimenti correnti
RIC,2.01.05.02.001,Trasferimenti correnti
SP1,2.01.05.02.001,Trasferimenti correnti
SP3,2.01.05.02.001,Trasferimenti correnti
SP4,2.01.05.02.001,Trasferimenti correnti
SP7,2.01.05.02.001,Trasferimenti correnti
SP8,2.01.05.02.001,Trasferimenti correnti
UNI,2.01.05.02.001,Trasferimenti correnti
VCE,2.01.05.02.001,Trasferimenti correnti
VCF,2.01.05.02.001,Trasferimenti correnti
CDC,2101,Entrate extratributarie
MON,2101,Entrate extratributarie
PRO,2101,Trasferimenti correnti
SAN,2101,Trasferimenti correnti
SP1,2101,Trasferimenti correnti
SP2,2101,Trasferimenti correnti
SP3,2101,Entrate extratributarie
SP5,2101,Entrate extratributarie
VSN,2101,Trasferimenti correnti
MON,2102,Entrate extratributarie
PRO,2102,Trasferimenti correnti
SAN,2102,Trasferimenti correnti
SP1,2102,Trasferimenti correnti
SP2,2102,Trasferimenti correnti
SP3,2102,Entrate extratributarie
VSN,2102,Trasferimenti correnti
MON,2103,Entrate extratributarie
PRO,2103,Entrate extratributarie
SAN,2103,Trasferimenti correnti
SP1,2103,Entrate extratributarie
SP2,2103,Trasferimenti correnti
SP3,2103,Entrate extratributarie
VSN,2103,Trasferimenti correnti
PRO,2104,Entrate extratributarie
SAN,2104,Trasferimenti correnti
SP1,2104,Entrate extratributarie
SP2,2104,Trasferimenti correnti
VSN,2104,Trasferimenti correnti
SAN,2105,Trasferimenti correnti
SP2,2105,Trasferimenti correnti
VSN,2105,Trasferimenti correnti
SAN,2106,Trasferimenti correnti
SP2,2106,Trasferimenti correnti
VSN,2106,Trasferimenti correnti
SAN,2107,Trasferimenti correnti
SP2,2107,Trasferimenti correnti
VSN,2107,Trasferimenti correnti
SAN,2108,Trasferimenti correnti
SP2,2108,Trasferimenti correnti
VSN,2108,Trasferimenti correnti
SAN,2109,Trasferimenti correnti
SP2,2109,Trasferimenti correnti
VSN,2109,Trasferimenti correnti
SAN,2110,Trasferimenti correnti
SP2,2110,Trasferimenti correnti
SP7,2110,Entrate extratributarie
UNI,2110,Entrate extratributarie
VSN,2110,Trasferimenti correnti
EGP,2111,Entrate extratributarie
EPF,2111,Entrate extratributarie
MON,2111,Entrate extratributarie
REG,2111,Trasferimenti correnti
RIC,2111,Entrate extratributarie
SAN,2111,Trasferimenti correnti
SP2,2111,Trasferimenti correnti
SP3,2111,Entrate extratributarie
SP4,2111,Entrate extratributarie
SP6,2111,Entrate extratributarie
SP7,2111,Entrate extratributarie
SP8,2111,Trasferimenti correnti
UNI,2111,Entrate extratributarie
VSN,2111,Trasferimenti correnti
EGP,2112,Entrate extratributarie
EPF,2112,Entrate extratributarie
MON,2112,Entrate extratributarie
RIC,2112,Entrate extratributarie
SAN,2112,Trasferimenti correnti
SP2,2112,Trasferimenti correnti
SP3,2112,Entrate extratributarie
SP4,2112,Entrate extratributarie
SP6,2112,Entrate extratributarie
SP7,2112,Entrate extratributarie
UNI,2112,Entrate extratributarie
VSN,2112,Trasferimenti correnti
EGP,2113,Entrate extratributarie
EPF,2113,Entrate extratributarie
MON,2113,Entrate extratributarie
REG,2113,Trasferimenti correnti
RIC,2113,Entrate extratributarie
SAN,2113,Trasferimenti correnti
SP2,2113,Trasferimenti correnti
SP3,2113,Entrate extratributarie
SP4,2113,Entrate extratributarie
SP6,2113,Entrate extratributarie
SP8,2113,Trasferimenti correnti
VSN,2113,Trasferimenti correnti
EGP,2114,Entrate extratributarie
EPF,2114,Entrate extratributarie
MON,2114,Entrate extratributarie
REG,2114,Trasferimenti correnti
RIC,2114,Entrate extratributarie
SAN,2114,Trasferimenti correnti
SP2,2114,Trasferimenti correnti
SP3,2114,Entrate extratributarie
SP4,2114,Entrate extratributarie
SP6,2114,Entrate extratributarie
SP8,2114,Trasferimenti correnti
VSN,2114,Trasferimenti correnti
EGP,2115,Entrate extratributarie
EPF,2115,Entrate extratributarie
MON,2115,Entrate extratributarie
REG,2115,Trasferimenti correnti
RIC,2115,Entrate extratributarie
SAN,2115,Trasferimenti correnti
SP2,2115,Trasferimenti correnti
SP3,2115,Entrate extratributarie
SP4,2115,Entrate extratributarie
SP6,2115,Entrate extratributarie
SP8,2115,Trasferimenti correnti
VSN,2115,Trasferimenti correnti
EGP,2116,Entrate extratributarie
EPF,2116,Entrate extratributarie
MON,2116,Entrate extratributarie
REG,2116,Trasferimenti correnti
RIC,2116,Entrate extratributarie
SAN,2116,Trasferimenti correnti
SP2,2116,Trasferimenti correnti
SP3,2116,Entrate extratributarie
SP4,2116,Entrate extratributarie
SP6,2116,Entrate extratributarie
SP8,2116,Trasferimenti correnti
VSN,2116,Trasferimenti correnti
MON,2117,Entrate extratributarie
REG,2117,Trasferimenti correnti
SAN,2117,Trasferimenti correnti
SP2,2117,Trasferimenti correnti
SP3,2117,Entrate extratributarie
SP8,2117,Trasferimenti correnti
VSN,2117,Trasferimenti correnti
MON,2118,Entrate extratributarie
REG,2118,Trasferimenti correnti
SAN,2118,Trasferimenti correnti
SP2,2118,Trasferimenti correnti
SP3,2118,Entrate extratributarie
SP8,2118,Trasferimenti correnti
VSN,2118,Trasferimenti correnti
EGP,2119,Entrate extratributarie
EPF,2119,Entrate extratributarie
MON,2119,Entrate extratributarie
REG,2119,Trasferimenti correnti
RIC,2119,Entrate extratributarie
SAN,2119,Trasferimenti correnti
SP2,2119,Trasferimenti correnti
SP3,2119,Entrate extratributarie
SP4,2119,Entrate extratributarie
SP6,2119,Entrate extratributarie
SP8,2119,Trasferimenti correnti
VSN,2119,Trasferimenti correnti
MON,2120,Entrate extratributarie
REG,2120,Trasferimenti correnti
SAN,2120,Trasferimenti correnti
SP2,2120,Trasferimenti correnti
SP3,2120,Entrate extratributarie
SP7,2120,Imposte proprie
SP8,2120,Trasferimenti correnti
UNI,2120,Imposte proprie
VSN,2120,Trasferimenti correnti
EGP,2121,Entrate extratributarie
EPF,2121,Entrate extratributarie
MON,2121,Entrate extratributarie
RIC,2121,Entrate extratributarie
SAN,2121,Trasferimenti correnti
SP2,2121,Trasferimenti correnti
SP3,2121,Entrate extratributarie
SP4,2121,Entrate extratributarie
SP6,2121,Entrate extratributarie
VSN,2121,Trasferimenti correnti
EGP,2122,Entrate extratributarie
EPF,2122,Entrate extratributarie
MON,2122,Entrate extratributarie
SAN,2122,Trasferimenti correnti
SP2,2122,Trasferimenti correnti
SP3,2122,Entrate extratributarie
SP6,2122,Entrate extratributarie
VSN,2122,Trasferimenti correnti
EGP,2123,Entrate extratributarie
EPF,2123,Entrate extratributarie
MON,2123,Entrate extratributarie
SAN,2123,Trasferimenti correnti
SP2,2123,Trasferimenti correnti
SP3,2123,Entrate extratributarie
SP6,2123,Entrate extratributarie
VSN,2123,Trasferimenti correnti
EGP,2124,Entrate extratributarie
EPF,2124,Entrate extratributarie
MON,2124,Entrate extratributarie
SP3,2124,Entrate extratributarie
SP6,2124,Entrate extratributarie
MON,2125,Entrate extratributarie
SP3,2125,Entrate extratributarie
MON,2126,Entrate extratributarie
SP3,2126,Entrate extratributarie
MON,2127,Entrate extratributarie
SP3,2127,Entrate extratributarie
MON,2128,Entrate extratributarie
SP3,2128,Entrate extratributarie
EGP,2129,Entrate extratributarie
EPF,2129,Entrate extratributarie
MON,2129,Entrate extratributarie
RIC,2129,Entrate extratributarie
SP3,2129,Entrate extratributarie
SP4,2129,Entrate extratributarie
SP6,2129,Entrate extratributarie
MON,2130,Entrate extratributarie
SP3,2130,Entrate extratributarie
SP7,2130,Entrate extratributarie
UNI,2130,Entrate extratributarie
MON,2131,Entrate extratributarie
REG,2131,Trasferimenti correnti
RIC,2131,Entrate extratributarie
SP3,2131,Entrate extratributarie
SP4,2131,Entrate extratributarie
SP8,2131,Trasferimenti correnti
EGP,2132,Entrate extratributarie
EPF,2132,Entrate extratributarie
MON,2132,Entrate extratributarie
REG,2132,Trasferimenti correnti
RIC,2132,Entrate extratributarie
SP3,2132,Entrate extratributarie
SP4,2132,Entrate extratributarie
SP6,2132,Entrate extratributarie
SP8,2132,Trasferimenti correnti
MON,2133,Entrate extratributarie
REG,2133,Trasferimenti correnti
RIC,2133,Entrate extratributarie
SP3,2133,Entrate extratributarie
SP4,2133,Entrate extratributarie
SP8,2133,Trasferimenti correnti
REG,2134,Trasferimenti correnti
SP8,2134,Trasferimenti correnti
REG,2135,Trasferimenti correnti
SP8,2135,Trasferimenti correnti
REG,2136,Trasferimenti correnti
SP8,2136,Trasferimenti correnti
REG,2137,Trasferimenti correnti
SP8,2137,Trasferimenti correnti
EGP,2138,Entrate extratributarie
EPF,2138,Entrate extratributarie
REG,2138,Trasferimenti correnti
RIC,2138,Entrate extratributarie
SP4,2138,Entrate extratributarie
SP6,2138,Entrate extratributarie
SP8,2138,Trasferimenti correnti
EGP,2139,Entrate extratributarie
EPF,2139,Entrate extratributarie
REG,2139,Trasferimenti correnti
RIC,2139,Entrate extratributarie
SP4,2139,Entrate extratributarie
SP6,2139,Entrate extratributarie
SP8,2139,Trasferimenti correnti
REG,2140,Trasferimenti correnti
SP8,2140,Trasferimenti correnti
EGP,2141,Entrate extratributarie
EPF,2141,Entrate extratributarie
REG,2141,Trasferimenti correnti
RIC,2141,Entrate extratributarie
SP4,2141,Entrate extratributarie
SP6,2141,Entrate extratributarie
SP8,2141,Trasferimenti correnti
EGP,2142,Entrate extratributarie
EPF,2142,Entrate extratributarie
REG,2142,Trasferimenti correnti
RIC,2142,Entrate extratributarie
SP4,2142,Entrate extratributarie
SP6,2142,Entrate extratributarie
SP8,2142,Trasferimenti correnti
EGP,2143,Entrate extratributarie
EPF,2143,Entrate extratributarie
REG,2143,Trasferimenti correnti
RIC,2143,Entrate extratributarie
SP4,2143,Entrate extratributarie
SP6,2143,Entrate extratributarie
SP8,2143,Trasferimenti correnti
EGP,2144,Entrate extratributarie
EPF,2144,Entrate extratributarie
REG,2144,Trasferimenti correnti
RIC,2144,Entrate extratributarie
SP4,2144,Entrate extratributarie
SP6,2144,Entrate extratributarie
SP8,2144,Trasferimenti correnti
EGP,2145,Entrate extratributarie
EPF,2145,Entrate extratributarie
REG,2145,Trasferimenti correnti
RIC,2145,Entrate extratributarie
SP4,2145,Entrate extratributarie
SP6,2145,Entrate extratributarie
SP8,2145,Trasferimenti correnti
EGP,2146,Entrate extratributarie
EPF,2146,Entrate extratributarie
REG,2146,Trasferimenti correnti
RIC,2146,Entrate extratributarie
SP4,2146,Entrate extratributarie
SP6,2146,Entrate extratributarie
SP8,2146,Trasferimenti correnti
EGP,2147,Entrate extratributarie
EPF,2147,Entrate extratributarie
REG,2147,Trasferimenti correnti
RIC,2147,Entrate extratributarie
SP4,2147,Entrate extratributarie
SP6,2147,Entrate extratributarie
SP8,2147,Trasferimenti correnti
EGP,2148,Entrate extratributarie
EPF,2148,Entrate extratributarie
REG,2148,Trasferimenti correnti
RIC,2148,Entrate extratributarie
SP4,2148,Entrate extratributarie
SP6,2148,Entrate extratributarie
SP8,2148,Trasferimenti correnti
EGP,2149,Entrate extratributarie
EPF,2149,Entrate extratributarie
MON,2149,Entrate extratributarie
REG,2149,Trasferimenti correnti
RIC,2149,Entrate extratributarie
SP3,2149,Entrate extratributarie
SP4,2149,Entrate extratributarie
SP6,2149,Entrate extratributarie
SP8,2149,Trasferimenti correnti
EGP,2150,Entrate extratributarie
EPF,2150,Entrate extratributarie
REG,2150,Trasferimenti correnti
RIC,2150,Entrate extratributarie
SP4,2150,Entrate extratributarie
SP6,2150,Entrate extratributarie
SP8,2150,Trasferimenti correnti
EGP,2151,Entrate extratributarie
EPF,2151,Entrate extratributarie
REG,2151,Trasferimenti correnti
RIC,2151,Entrate extratributarie
SP4,2151,Entrate extratributarie
SP6,2151,Entrate extratributarie
SP8,2151,Trasferimenti correnti
EGP,2152,Entrate extratributarie
EPF,2152,Entrate extratributarie
REG,2152,Trasferimenti correnti
RIC,2152,Entrate extratributarie
SP4,2152,Entrate extratributarie
SP6,2152,Entrate extratributarie
SP8,2152,Trasferimenti correnti
EGP,2153,Entrate extratributarie
EPF,2153,Entrate extratributarie
REG,2153,Trasferimenti correnti
SP6,2153,Entrate extratributarie
SP8,2153,Trasferimenti correnti
EGP,2154,Entrate extratributarie
EPF,2154,Entrate extratributarie
REG,2154,Trasferimenti correnti
SP6,2154,Entrate extratributarie
SP8,2154,Trasferimenti correnti
EGP,2155,Entrate extratributarie
EPF,2155,Entrate extratributarie
SP6,2155,Entrate extratributarie
EGP,2156,Entrate extratributarie
EPF,2156,Entrate extratributarie
SP6,2156,Entrate extratributarie
EGP,2157,Entrate extratributarie
EPF,2157,Entrate extratributarie
SP6,2157,Entrate extratributarie
RIC,2189,Entrate extratributarie
SP4,2189,Entrate extratributarie
RIC,2191,Entrate extratributarie
SP4,2191,Entrate extratributarie
EGP,2192,Entrate extratributarie
EPF,2192,Entrate extratributarie
RIC,2192,Entrate extratributarie
SP4,2192,Entrate extratributarie
SP6,2192,Entrate extratributarie
EGP,2197,Entrate extratributarie
EPF,2197,Entrate extratributarie
SP6,2197,Entrate extratributarie
EGP,2198,Entrate extratributarie
EPF,2198,Entrate extratributarie
SP6,2198,Entrate extratributarie
CDC,2199,Entrate extratributarie
EGP,2199,Entrate extratributarie
EPF,2199,Entrate extratributarie
RIC,2199,Entrate extratributarie
SAN,2199,Trasferimenti correnti
SP2,2199,Trasferimenti correnti
SP4,2199,Entrate extratributarie
SP5,2199,Entrate extratributarie
SP6,2199,Entrate extratributarie
VSN,2199,Trasferimenti correnti
CDC,2201,Entrate extratributarie
MON,2201,Entrate extratributarie
PRO,2201,Trasferimenti correnti
SAN,2201,Trasferimenti correnti
SP1,2201,Trasferimenti correnti
SP2,2201,Trasferimenti correnti
SP3,2201,Entrate extratributarie
SP5,2201,Entrate extratributarie
VSN,2201,Trasferimenti correnti
CDC,2202,Entrate extratributarie
MON,2202,Entrate extratributarie
PRO,2202,Trasferimenti correnti
SAN,2202,Trasferimenti correnti
SP1,2202,Trasferimenti correnti
SP2,2202,Trasferimenti correnti
SP3,2202,Entrate extratributarie
SP5,2202,Entrate extratributarie
VSN,2202,Trasferimenti correnti
CDC,2203,Entrate extratributarie
SAN,2203,Trasferimenti correnti
SP2,2203,Trasferimenti correnti
SP5,2203,Entrate extratributarie
VSN,2203,Trasferimenti correnti
SAN,2204,Trasferimenti correnti
SP2,2204,Trasferimenti correnti
VSN,2204,Trasferimenti correnti
SAN,2205,Trasferimenti correnti
SP2,2205,Trasferimenti correnti
VSN,2205,Trasferimenti correnti
SAN,2206,Trasferimenti correnti
SP2,2206,Trasferimenti correnti
VSN,2206,Trasferimenti correnti
SP7,2209,Entrate extratributarie
UNI,2209,Entrate extratributarie
SP7,2210,Entrate extratributarie
UNI,2210,Entrate extratributarie
EGP,2211,Entrate extratributarie
EPF,2211,Entrate extratributarie
REG,2211,Trasferimenti correnti
RIC,2211,Entrate extratributarie
SP4,2211,Entrate extratributarie
SP6,2211,Entrate extratributarie
SP8,2211,Trasferimenti correnti
EGP,2212,Entrate extratributarie
EPF,2212,Entrate extratributarie
REG,2212,Trasferimenti correnti
RIC,2212,Entrate extratributarie
SP4,2212,Entrate extratributarie
SP6,2212,Entrate extratributarie
SP8,2212,Trasferimenti correnti
REG,2213,Trasferimenti correnti
SP8,2213,Trasferimenti correnti
EGP,2221,Entrate extratributarie
EPF,2221,Entrate extratributarie
MON,2221,Entrate extratributarie
RIC,2221,Entrate extratributarie
SP3,2221,Entrate extratributarie
SP4,2221,Entrate extratributarie
SP6,2221,Entrate extratributarie
EGP,2222,Entrate extratributarie
EPF,2222,Entrate extratributarie
MON,2222,Entrate extratributarie
RIC,2222,Entrate extratributarie
SP3,2222,Entrate extratributarie
SP4,2222,Entrate extratributarie
SP6,2222,Entrate extratributarie
MON,2223,Entrate extratributarie
SP3,2223,Entrate extratributarie
MON,2224,Entrate extratributarie
