codice_gestione,codice_voce,macro_area,macro_categoria
SP1,2.03.01.01.009,Spese in conto capitale,Contributi investimenti
SP3,2.03.01.01.009,Spese in conto capitale,Contributi investimenti
SP4,2.03.01.01.009,Spese in conto capitale,Contributi investimenti
SP7,2.03.01.01.009,Spese in conto capitale,Contributi investimenti
SP8,2.03.01.01.009,Spese in conto capitale,Contributi investimenti
UNI,2.03.01.01.009,Spese in conto capitale,Contributi investimenti
VCE,2.03.01.01.009,Spese in conto capitale,Contributi investimenti
VCF,2.03.01.01.009,Spese in conto capitale,Contributi investimenti
AAI,2.03.01.01.010,Spese in conto capitale,Contributi investimenti
ASP,2.03.01.01.010,Spese in conto capitale,Contributi investimenti
EPF,2.03.01.01.010,Spese in conto capitale,Contributi investimenti
FLS,2.03.01.01.010,Spese in conto capitale,Contributi investimenti
MON,2.03.01.01.010,Spese in conto capitale,Contributi investimenti
PRO,2.03.01.01.010,Spese in conto capitale,Contributi investimenti
REG,2.03.01.01.010,Spese in conto capitale,Contributi investimenti
RIC,2.03.01.01.010,Spese in conto capitale,Contributi investimenti
SP1,2.03.01.01.010,Spese in conto capitale,Contributi investimenti
SP3,2.03.01.01.010,Spese in conto capitale,Contributi investimenti
SP4,2.03.01.01.010,Spese in conto capitale,Contributi investimenti
SP7,2.03.01.01.010,Spese in conto capitale,Contributi investimenti
SP8,2.03.01.01.010,Spese in conto capitale,Contributi investimenti
UNI,2.03.01.01.010,Spese in conto capitale,Contributi investimenti
VCE,2.03.01.01.010,Spese in conto capitale,Contributi investimenti
VCF,2.03.01.01.010,Spese in conto capitale,Contributi investimenti
AAI,2.03.01.01.011,Spese in conto capitale,Contributi investimenti
ASP,2.03.01.01.011,Spese in conto capitale,Contributi investimenti
EPF,2.03.01.01.011,Spese in conto capitale,Contributi investimenti
FLS,2.03.01.01.011,Spese in conto capitale,Contributi investimenti
MON,2.03.01.01.011,Spese in conto capitale,Contributi investimenti
PRO,2.03.01.01.011,Spese in conto capitale,Contributi investimenti
REG,2.03.01.01.011,Spese in conto capitale,Contributi investimenti
RIC,2.03.01.01.011,Spese in conto capitale,Contributi investimenti
SP1,2.03.01.01.011,Spese in conto capitale,Contributi investimenti
SP3,2.03.01.01.011,Spese in conto capitale,Contributi investimenti
SP4,2.03.01.01.011,Spese in conto capitale,Contributi investimenti
SP7,2.03.01.01.011,Spese in conto capitale,Contributi investimenti
SP8,2.03.01.01.011,Spese in conto capitale,Contributi investimenti
UNI,2.03.01.01.011,Spese in conto capitale,Contributi investimenti
VCE,2.03.01.01.011,Spese in conto capitale,Contributi investimenti
VCF,2.03.01.01.011,Spese in conto capitale,Contributi investimenti
AAI,2.03.01.01.012,Spese in conto capitale,Contributi investimenti
ASP,2.03.01.01.012,Spese in conto capitale,Contributi investimenti
EPF,2.03.01.01.012,Spese in conto capitale,Contributi investimenti
FLS,2.03.01.01.012,Spese in conto capitale,Contributi investimenti
MON,2.03.01.01.012,Spese in conto capitale,Contributi investimenti
PRO,2.03.01.01.012,Spese in conto capitale,Contributi investimenti
REG,2.03.01.01.012,Spese in conto capitale,Contributi investimenti
RIC,2.03.01.01.012,Spese in conto capitale,Contributi investimenti
SP1,2.03.01.01.012,Spese in conto capitale,Contributi investimenti
SP3,2.03.01.01.012,Spese in conto capitale,Contributi investimenti
SP4,2.03.01.01.012,Spese in conto capitale,Contributi investimenti
SP7,2.03.01.01.012,Spese in conto capitale,Contributi investimenti
SP8,2.03.01.01.012,Spese in conto capitale,Contributi investimenti
UNI,2.03.01.01.012,Spese in conto capitale,Contributi investimenti
VCE,2.03.01.01.012,Spese in conto capitale,Contributi investimenti
VCF,2.03.01.01.012,Spese in conto capitale,Contributi investimenti
AAI,2.03.01.01.013,Spese in conto capitale,Contributi investimenti
ASP,2.03.01.01.013,Spese in conto capitale,Contributi investimenti
EPF,2.03.01.01.013,Spese in conto capitale,Contributi investimenti
FLS,2.03.01.01.013,Spese in conto capitale,Contributi investimenti
MON,2.03.01.01.013,Spese in conto capitale,Contributi investimenti
PRO,2.03.01.01.013,Spese in conto capitale,Contributi investimenti
REG,2.03.01.01.013,Spese in conto capitale,Contributi investimenti
RIC,2.03.01.01.013,Spese in conto capitale,Contributi investimenti
SP1,2.03.01.01.013,Spese in conto capitale,Contributi investimenti
SP3,2.03.01.01.013,Spese in conto capitale,Contributi investimenti
SP4,2.03.01.01.013,Spese in conto capitale,Contributi investimenti
SP7,2.03.01.01.013,Spese in conto capitale,Contributi investimenti
SP8,2.03.01.01.013,Spese in conto capitale,Contributi investimenti
UNI,2.03.01.01.013,Spese in conto capitale,Contributi investimenti
VCE,2.03.01.01.013,Spese in conto capitale,Contributi investimenti
VCF,2.03.01.01.013,Spese in conto capitale,Contributi investimenti
AAI,2.03.01.01.999,Spese in conto capitale,Contributi investimenti
ASP,2.03.01.01.999,Spese in conto capitale,Contributi investimenti
EPF,2.03.01.01.999,Spese in conto capitale,Contributi investimenti
FLS,2.03.01.01.999,Spese in conto capitale,Contributi investimenti
MON,2.03.01.01.999,Spese in conto capitale,Contributi investimenti
PRO,2.03.01.01.999,Spese in conto capitale,Contributi investimenti
REG,2.03.01.01.999,Spese in conto capitale,Contributi investimenti
RIC,2.03.01.01.999,Spese in conto capitale,Contributi investimenti
SP1,2.03.01.01.999,Spese in conto capitale,Contributi investimenti
SP3,2.03.01.01.999,Spese in conto capitale,Contributi investimenti
SP4,2.03.01.01.999,Spese in conto capitale,Contributi investimenti
SP7,2.03.01.01.999,Spese in conto capitale,Contributi investimenti
SP8,2.03.01.01.999,Spese in conto capitale,Contributi investimenti
UNI,2.03.01.01.999,Spese in conto capitale,Contributi investimenti
VCE,2.03.01.01.999,Spese in conto capitale,Contributi investimenti
VCF,2.03.01.01.999,Spese in conto capitale,Contributi investimenti
AAI,2.03.01.02.001,Spese in conto capitale,Contributi investimenti
ASP,2.03.01.02.001,Spese in conto capitale,Contributi investimenti
EPF,2.03.01.02.001,Spese in conto capitale,Contributi investimenti
FLS,2.03.01.02.001,Spese in conto capitale,Contributi investimenti
MON,2.03.01.02.001,Spese in conto capitale,Contributi investimenti
PRO,2.03.01.02.001,Spese in conto capitale,Contributi investimenti
REG,2.03.01.02.001,Spese in conto capitale,Contributi investimenti
RIC,2.03.01.02.001,Spese in conto capitale,Contributi investimenti
SP1,2.03.01.02.001,Spese in conto capitale,Contributi investimenti
SP3,2.03.01.02.001,Spese in conto capitale,Contributi investimenti
SP4,2.03.01.02.001,Spese in conto capitale,Contributi investimenti
SP7,2.03.01.02.001,Spese in conto capitale,Contributi investimenti
SP8,2.03.01.02.001,Spese in conto capitale,Contributi investimenti
UNI,2.03.01.02.001,Spese in conto capitale,Contributi investimenti
VCE,2.03.01.02.001,Spese in conto capitale,Contributi investimenti
VCF,2.03.01.02.001,Spese in conto capitale,Contributi investimenti
AAI,2.03.01.02.002,Spese in conto capitale,Contributi investimenti
ASP,2.03.01.02.002,Spese in conto capitale,Contributi investimenti
EPF,2.03.01.02.002,Spese in conto capitale,Contributi investimenti
FLS,2.03.01.02.002,Spese in conto capitale,Contributi investimenti
MON,2.03.01.02.002,Spese in conto capitale,Contributi investimenti
PRO,2.03.01.02.002,Spese in conto capitale,Contributi investimenti
REG,2.03.01.02.002,Spese in conto capitale,Contributi investimenti
RIC,2.03.01.02.002,Spese in conto capitale,Contributi investimenti
SP1,2.03.01.02.002,Spese in conto capitale,Contributi investimenti
SP3,2.03.01.02.002,Spese in conto capitale,Contributi investimenti
SP4,2.03.01.02.002,Spese in conto capitale,Contributi investimenti
SP7,2.03.01.02.002,Spese in conto capitale,Contributi investimenti
SP8,2.03.01.02.002,Spese in conto capitale,Contributi investimenti
UNI,2.03.01.02.002,Spese in conto capitale,Contributi investimenti
VCE,2.03.01.02.002,Spese in conto capitale,Contributi investimenti
VCF,2.03.01.02.002,Spese in conto capitale,Contributi investimenti
AAI,2.03.01.02.003,Spese in conto capitale,Contributi investimenti
ASP,2.03.01.02.003,Spese in conto capitale,Contributi investimenti
EPF,2.03.01.02.003,Spese in conto capitale,Contributi investimenti
FLS,2.03.01.02.003,Spese in conto capitale,Contributi investimenti
MON,2.03.01.02.003,Spese in conto capitale,Contributi investimenti
PRO,2.03.01.02.003,Spese in conto capitale,Contributi investimenti
REG,2.03.01.02.003,Spese in conto capitale,Contributi investimenti
RIC,2.03.01.02.003,Spese in conto capitale,Contributi investimenti
SP1,2.03.01.02.003,Spese in conto capitale,Contributi investimenti
SP3,2.03.01.02.003,Spese in conto capitale,Contributi investimenti
SP4,2.03.01.02.003,Spese in conto capitale,Contributi investimenti
SP7,2.03.01.02.003,Spese in conto capitale,Contributi investimenti
SP8,2.03.01.02.003,Spese in conto capitale,Contributi investimenti
UNI,2.03.01.02.003,Spese in conto capitale,Contributi investimenti
VCE,2.03.01.02.003,Spese in conto capitale,Contributi investimenti
VCF,2.03.01.02.003,Spese in conto capitale,Contributi investimenti
AAI,2.03.01.02.004,Spese in conto capitale,Contributi investimenti
ASP,2.03.01.02.004,Spese in conto capitale,Contributi investimenti
EPF,2.03.01.02.004,Spese in conto capitale,Contributi investimenti
FLS,2.03.01.02.004,Spese in conto capitale,Contributi investimenti
MON,2.03.01.02.004,Spese in conto capitale,Contributi investimenti
PRO,2.03.01.02.004,Spese in conto capitale,Contributi investimenti
REG,2.03.01.02.004,Spese in conto capitale,Contributi investimenti
RIC,2.03.01.02.004,Spese in conto capitale,Contributi investimenti
SP1,2.03.01.02.004,Spese in conto capitale,Contributi investimenti
SP3,2.03.01.02.004,Spese in conto capitale,Contributi investimenti
SP4,2.03.01.02.004,Spese in conto capitale,Contributi investimenti
SP7,2.03.01.02.004,Spese in conto capitale,Contributi investimenti
SP8,2.03.01.02.004,Spese in conto capitale,Contributi investimenti
UNI,2.03.01.02.004,Spese in conto capitale,Contributi investimenti
VCE,2.03.01.02.004,Spese in conto capitale,Contributi investimenti
VCF,2.03.01.02.004,Spese in conto capitale,Contributi investimenti
AAI,2.03.01.02.005,Spese in conto capitale,Contributi investimenti
ASP,2.03.01.02.005,Spese in conto capitale,Contributi investimenti
EPF,2.03.01.02.005,Spese in conto capitale,Contributi investimenti
FLS,2.03.01.02.005,Spese in conto capitale,Contributi investimenti
MON,2.03.01.02.005,Spese in conto capitale,Contributi investimenti
PRO,2.03.01.02.005,Spese in conto capitale,Contributi investimenti
REG,2.03.01.02.005,Spese in conto capitale,Contributi investimenti
RIC,2.03.01.02.005,Spese in conto capitale,Contributi investimenti
SP1,2.03.01.02.005,Spese in conto capitale,Contributi investimenti
SP3,2.03.01.02.005,Spese in conto capitale,Contributi investimenti
SP4,2.03.01.02.005,Spese in conto capitale,Contributi investimenti
SP7,2.03.01.02.005,Spese in conto capitale,Contributi investimenti
SP8,2.03.01.02.005,Spese in conto capitale,Contributi investimenti
UNI,2.03.01.02.005,Spese in conto capitale,Contributi investimenti
VCE,2.03.01.02.005,Spese in conto capitale,Contributi investimenti
VCF,2.03.01.02.005,Spese in conto capitale,Contributi investimenti
AAI,2.03.01.02.006,Spese in conto capitale,Contributi investimenti
ASP,2.03.01.02.006,Spese in conto capitale,Contributi investimenti
EPF,2.03.01.02.006,Spese in conto capitale,Contributi investimenti
FLS,2.03.01.02.006,Spese in conto capitale,Contributi investimenti
MON,2.03.01.02.006,Spese in conto capitale,Contributi investimenti
PRO,2.03.01.02.006,Spese in conto capitale,Contributi investimenti
REG,2.03.01.02.006,Spese in conto capitale,Contributi investimenti
RIC,2.03.01.02.006,Spese in conto capitale,Contributi investimenti
SP1,2.03.01.02.006,Spese in conto capitale,Contributi investimenti
SP3,2.03.01.02.006,Spese in conto capitale,Contributi investimenti
SP4,2.03.01.02.006,Spese in conto capitale,Contributi investimenti
SP7,2.03.01.02.006,Spese in conto capitale,Contributi investimenti
SP8,2.03.01.02.006,Spese in conto capitale,Contributi investimenti
UNI,2.03.01.02.006,Spese in conto capitale,Contributi investimenti
VCE,2.03.01.02.006,Spese in conto capitale,Contributi investimenti
VCF,2.03.01.02.006,Spese in conto capitale,Contributi investimenti
AAI,2.03.01.02.007,Spese in conto capitale,Contributi investimenti
ASP,2.03.01.02.007,Spese in conto capitale,Contributi investimenti
EPF,2.03.01.02.007,Spese in conto capitale,Contributi investimenti
FLS,2.03.01.02.007,Spese in conto capitale,Contributi investimenti
MON,2.03.01.02.007,Spese in conto capitale,Contributi investimenti
PRO,2.03.01.02.007,Spese in conto capitale,Contributi investimenti
REG,2.03.01.02.007,Spese in conto capitale,Contributi investimenti
RIC,2.03.01.02.007,Spese in conto capitale,Contributi investimenti
SP1,2.03.01.02.007,Spese in conto capitale,Contributi investimenti
SP3,2.03.01.02.007,Spese in conto capitale,Contributi investimenti
SP4,2.03.01.02.007,Spese in conto capitale,Contributi investimenti
SP7,2.03.01.02.007,Spese in conto capitale,Contributi investimenti
SP8,2.03.01.02.007,Spese in conto capitale,Contributi investimenti
UNI,2.03.01.02.007,Spese in conto capitale,Contributi investimenti
VCE,2.03.01.02.007,Spese in conto capitale,Contributi investimenti
VCF,2.03.01.02.007,Spese in conto capitale,Contributi investimenti
AAI,2.03.01.02.008,Spese in conto capitale,Contributi investimenti
ASP,2.03.01.02.008,Spese in conto capitale,Contributi investimenti
EPF,2.03.01.02.008,Spese in conto capitale,Contributi investimenti
FLS,2.03.01.02.008,Spese in conto capitale,Contributi investimenti
MON,2.03.01.02.008,Spese in conto capitale,Contributi investimenti
PRO,2.03.01.02.008,Spese in conto capitale,Contributi investimenti
REG,2.03.01.02.008,Spese in conto capitale,Contributi investimenti
RIC,2.03.01.02.008,Spese in conto capitale,Contributi investimenti
SP1,2.03.01.02.008,Spese in conto capitale,Contributi investimenti
SP3,2.03.01.02.008,Spese in conto capitale,Contributi investimenti
SP4,2.03.01.02.008,Spese in conto capitale,Contributi investimenti
SP7,2.03.01.02.008,Spese in conto capitale,Contributi investimenti
SP8,2.03.01.02.008,Spese in conto capitale,Contributi investimenti
UNI,2.03.01.02.008,Spese in conto capitale,Contributi investimenti
VCE,2.03.01.02.008,Spese in conto capitale,Contributi investimenti
VCF,2.03.01.02.008,Spese in conto capitale,Contributi investimenti
AAI,2.03.01.02.009,Spese in conto capitale,Contributi investimenti
ASP,2.03.01.02.009,Spese in conto capitale,Contributi investimenti
EPF,2.03.01.02.009,Spese in conto capitale,Contributi investimenti
FLS,2.03.01.02.009,Spese in conto capitale,Contributi investimenti
MON,2.03.01.02.009,Spese in conto capitale,Contributi investimenti
PRO,2.03.01.02.009,Spese in conto capitale,Contributi investimenti
REG,2.03.01.02.009,Spese in conto capitale,Contributi investimenti
RIC,2.03.01.02.009,Spese in conto capitale,Contributi investimenti
SP1,2.03.01.02.009,Spese in conto capitale,Contributi investimenti
SP3,2.03.01.02.009,Spese in conto capitale,Contributi investimenti
SP4,2.03.01.02.009,Spese in conto capitale,Contributi investimenti
SP7,2.03.01.02.009,Spese in conto capitale,Contributi investimenti
SP8,2.03.01.02.009,Spese in conto capitale,Contributi investimenti
UNI,2.03.01.02.009,Spese in conto capitale,Contributi investimenti
VCE,2.03.01.02.009,Spese in conto capitale,Contributi investimenti
VCF,2.03.01.02.009,Spese in conto capitale,Contributi investimenti
AAI,2.03.01.02.010,Spese in conto capitale,Contributi investimenti
ASP,2.03.01.02.010,Spese in conto capitale,Contributi investimenti
EPF,2.03.01.02.010,Spese in conto capitale,Contributi investimenti
FLS,2.03.01.02.010,Spese in conto capitale,Contributi investimenti
MON,2.03.01.02.010,Spese in conto capitale,Contributi investimenti
PRO,2.03.01.02.010,Spese in conto capitale,Contributi investimenti
REG,2.03.01.02.010,Spese in conto capitale,Contributi investimenti
RIC,2.03.01.02.010,Spese in conto capitale,Contributi investimenti
SP1,2.03.01.02.010,Spese in conto capitale,Contributi investimenti
SP3,2.03.01.02.010,Spese in conto capitale,Contributi investimenti
SP4,2.03.01.02.010,Spese in conto capitale,Contributi investimenti
SP7,2.03.01.02.010,Spese in conto capitale,Contributi investimenti
SP8,2.03.01.02.010,Spese in conto capitale,Contributi investimenti
UNI,2.03.01.02.010,Spese in conto capitale,Contributi investimenti
VCE,2.03.01.02.010,Spese in conto capitale,Contributi investimenti
VCF,2.03.01.02.010,Spese in conto capitale,Contributi investimenti
AAI,2.03.01.02.011,Spese in conto capitale,Contributi investimenti
ASP,2.03.01.02.011,Spese in conto capitale,Contributi investimenti
EPF,2.03.01.02.011,Spese in conto capitale,Contributi investimenti
FLS,2.03.01.02.011,Spese in conto capitale,Contributi investimenti
MON,2.03.01.02.011,Spese in conto capitale,Contributi investimenti
PRO,2.03.01.02.011,Spese in conto capitale,Contributi investimenti
REG,2.03.01.02.011,Spese in conto capitale,Contributi investimenti
SP1,2.03.01.02.011,Spese in conto capitale,Contributi investimenti
SP3,2.03.01.02.011,Spese in conto capitale,Contributi investimenti
SP7,2.03.01.02.011,Spese in conto capitale,Contributi investimenti
SP8,2.03.01.02.011,Spese in conto capitale,Contributi investimenti
UNI,2.03.01.02.011,Spese in conto capitale,Contributi investimenti
VCE,2.03.01.02.011,Spese in conto capitale,Contributi investimenti
VCF,2.03.01.02.011,Spese in conto capitale,Contributi investimenti
AAI,2.03.01.02.012,Spese in conto capitale,Contributi investimenti
ASP,2.03.01.02.012,Spese in conto capitale,Contributi investimenti
EPF,2.03.01.02.012,Spese in conto capitale,Contributi investimenti
FLS,2.03.01.02.012,Spese in conto capitale,Contributi investimenti
MON,2.03.01.02.012,Spese in conto capitale,Contributi investimenti
PRO,2.03.01.02.012,Spese in conto capitale,Contributi investimenti
REG,2.03.01.02.012,Spese in conto capitale,Contributi investimenti
